TEAM,CONF,G,W,TORD,ORB,FTR,2P_O,3P_O,YEAR
Dartmouth,Ivy,24,9,19,23.6,24.5,46.6,33.4,2022
Marist,MAAC,30,14,16.7,26.4,25,49.7,34.4,2022
Brown,Ivy,27,13,19.5,28.2,31.6,50.6,31.7,2022
La Salle,A10,30,11,16.7,29,25.1,47.6,32,2022
Boston University,Pat,34,22,16.5,30.9,28.8,51.6,34.9,2022
Southeast Missouri St.,OVC,30,14,18.1,25.8,36.7,50.6,35.4,2022
High Point,BSth,29,14,17.7,27.4,33.9,49.4,32,2022
Kennesaw St.,ASun,27,13,18.2,28.7,29.7,50.3,36.2,2022
Northeastern,CAA,31,9,15.7,26.3,30.6,51.6,32,2022
Eastern Washington,BSky,32,18,15.6,25.3,32.9,51.9,36.1,2022
UT Arlington,SB,27,11,20.3,30.5,29.7,45.3,31,2022
Southern,SWAC,29,17,25.2,27.5,33.6,47.5,35,2022
Marshall,CUSA,31,12,17.8,27.3,24.3,52.1,30.1,2022
Stony Brook,AE,30,18,17.4,27.4,27.7,49.9,34,2022
South Florida,Amer,31,8,18.9,29.8,25.4,42.8,25.2,2022
Quinnipiac,MAAC,30,14,17.2,28.6,27,49.2,34,2022
UMBC,AE,31,18,16.6,21.9,31.1,48.9,38.3,2022
Siena,MAAC,29,15,17.3,24.5,28.9,46.3,35.6,2022
New Hampshire,AE,26,15,14,27.9,25.4,48.1,36.6,2022
Rice,CUSA,31,16,14.3,26.1,31.2,51.9,36.2,2022
LIU Brooklyn,NEC,29,16,18.2,30.6,30.4,49.6,31,2022
Youngstown St.,Horz,32,19,17.1,29.8,30.4,50.8,34.1,2022
The Citadel,SC,28,13,13.8,23.7,29.9,51.7,34.8,2022
Montana,BSky,29,18,19.1,18.1,38.5,49.9,33.9,2022
Howard,MEAC,26,16,23.5,28,36.2,47.8,36.2,2022
Ball St.,MAC,30,14,17.1,26.8,38.1,49.8,35.7,2022
Georgia Southern,SB,26,13,18.9,27.7,31.6,50.1,29.2,2022
Tennessee Tech,OVC,30,11,18.1,30.9,24,49.2,32.9,2022
Elon,CAA,30,10,16.6,25.4,25.9,48.6,33,2022
Lipscomb,ASun,30,14,14.1,22.7,33.9,53.2,34,2022
Mount St. Mary's,NEC,29,14,18.9,31,26.3,47.6,33.9,2022
Miami OH,MAC,29,14,18,26,23.7,49.5,34.3,2022
Western Illinois,Sum,30,16,17.3,28.8,29.4,49.8,33,2022
Portland St.,BSky,29,14,23.4,26.1,31.6,48.4,29.7,2022
Eastern Kentucky,ASun,27,13,22.3,28.7,21.7,46,33.9,2022
Tennessee St.,OVC,30,14,19.7,29.7,30.4,47.6,34.6,2022
Pepperdine,WCC,31,7,18,26.3,23.9,45.6,34.1,2022
Air Force,MWC,29,11,20.3,19.6,26.8,51.6,33.3,2022
Louisiana Monroe,SB,28,13,19.4,24.7,26,50.5,33.2,2022
USC Upstate,BSth,30,15,17.8,22.3,29,49.3,36.4,2022
North Florida,ASun,28,11,16.7,25.2,30.4,47.7,32.4,2022
UC San Diego,BW,27,13,17.2,18.6,32.7,50.3,36,2022
Manhattan,MAAC,29,15,19.9,30,41.4,50,29.9,2022
Presbyterian,BSth,29,12,21.1,33.1,30.2,49,26.1,2022
Southeastern Louisiana,Slnd,30,19,19.6,25.9,38.8,51.9,34.4,2022
Bowling Green,MAC,29,13,17.3,29.9,31.9,48,33.1,2022
UMass Lowell,AE,28,15,19.5,29.2,26.5,49.3,30.2,2022
Radford,BSth,27,11,20.2,28.9,27.8,47.7,29.8,2022
San Jose St.,MWC,30,8,15.7,22,22.5,48.2,34.3,2022
Utah Tech,WAC,27,13,17.8,26.7,35.2,47.8,29.5,2022
Illinois Chicago,Horz,29,14,16.8,25,22.9,53.3,32.4,2022
FIU,CUSA,30,15,18.5,27,24.6,49,34,2022
Pacific,WCC,28,8,18.7,22.6,32.3,45.8,31.4,2022
Prairie View A&M,SWAC,27,8,20.6,31.7,38.5,46.8,34.5,2022
Canisius,MAAC,31,11,17.8,28,30.2,45.5,30.2,2022
Hartford,AE,32,12,16.5,23.8,27.6,51.5,36.9,2022
North Carolina A&T,BSth,29,12,19.9,29.2,28.2,46.3,31.5,2022
Austin Peay,OVC,27,12,20.9,29.5,25.7,46.9,30.8,2022
St. Thomas,Sum,27,10,16.1,20.7,23.7,52.5,34.4,2022
Jackson St.,SWAC,30,11,18.3,31.4,26.5,45.5,30,2022
Duquesne,A10,30,6,19,29.2,21.9,45.2,30.5,2022
New Orleans,Slnd,29,18,19.7,26,42,50.4,30.8,2022
SIU Edwardsville,OVC,30,11,19.2,31.1,34.5,48.1,29.5,2022
Loyola MD,Pat,29,14,20.6,25.2,25,51.7,32.1,2022
Army,Pat,29,15,19.4,29.8,32.1,49.3,31.9,2022
Central Arkansas,ASun,29,11,16.4,26.2,23.1,50.3,29.5,2022
Cal St. Bakersfield,BW,25,8,20.1,32,29.5,44.9,28.3,2022
Tennessee Martin,OVC,28,8,18.4,29.8,26.3,47,29.7,2022
Merrimack,NEC,29,14,22.6,22.5,26,47.8,33.3,2022
Albany,AE,31,13,20.7,26.1,24.9,45.2,32.3,2022
Western Carolina,SC,31,11,14.3,28.6,27.8,49,31.3,2022
Denver,Sum,30,11,16.5,23.7,32,51.1,37.1,2022
Cal Poly,BW,27,7,17,27.3,36.3,47.2,29.5,2022
Northern Illinois,MAC,30,9,19.7,24.3,33,47,31.7,2022
Morgan St.,MEAC,24,13,23.2,31.4,31,46.6,30,2022
Lehigh,Pat,31,13,14.7,21.5,25.1,48.9,38.2,2022
Binghamton,AE,27,12,15.9,26.7,23.2,47,34.7,2022
North Alabama,ASun,26,9,18.9,25.5,23.8,42.8,29.2,2022
Eastern Michigan,MAC,30,10,16.9,23.3,29.8,49.3,30.7,2022
Stetson,ASun,26,11,16.1,28.2,25.6,46.5,34.9,2022
McNeese St.,Slnd,29,11,17.7,33.2,37.5,49.9,30.6,2022
Western Michigan,MAC,28,8,15,27.2,24.3,48.9,33.2,2022
Florida A&M,SWAC,28,13,18.5,25.7,29.8,46.6,29.7,2022
Robert Morris,Horz,31,8,16.9,28.2,28.2,51.6,32.9,2022
UTSA,CUSA,28,10,17,29.5,25.4,43.9,28.7,2022
Sacramento St.,BSky,27,11,17.7,21.4,28.3,46.9,35.1,2022
Lafayette,Pat,29,10,17.2,22.4,20.9,51.9,32.8,2022
UT Rio Grande Valley,WAC,29,8,17.9,24.7,41.4,51.9,30.3,2022
North Carolina Central,MEAC,27,16,22,32.6,37.8,48.3,31.1,2022
South Carolina St.,MEAC,28,15,20.6,34.3,31.9,42.1,30.6,2022
Little Rock,SB,25,9,20,23.5,32.3,46.6,33.3,2022
St. Francis NY,NEC,29,10,18.9,29.4,23.3,45.4,31.3,2022
Central Michigan,MAC,30,7,16.6,25.4,30.5,45.5,34.1,2022
Coppin St.,MEAC,32,9,21.2,20.1,34.6,47.6,29.7,2022
Hampton,BSth,26,9,16.2,22.1,36.5,44.1,29.3,2022
Maryland Eastern Shore,MEAC,24,11,23.8,27.3,31,44.3,31.2,2022
Bucknell,Pat,32,9,13.7,21.8,28.3,50.6,37.6,2022
Evansville,MVC,29,6,17.9,14.4,24.6,45.2,32.6,2022
Grambling St.,SWAC,30,12,19.2,27.4,33.4,43.8,31.1,2022
Sacred Heart,NEC,29,10,15.7,30.8,24.9,50.5,34.2,2022
St. Francis PA,NEC,29,9,18.3,30.5,29.8,46.7,31.5,2022
Alabama St.,SWAC,30,10,19.4,29.5,36.9,46.8,33,2022
Southern Miss,CUSA,31,7,15.9,23.7,26.7,47,31,2022
Alabama A&M,SWAC,30,12,19.6,28.7,33.5,41.5,27.1,2022
Idaho,BSky,29,9,14.5,23.3,33.8,47.4,36.7,2022
Idaho St.,BSky,28,7,16.7,27.6,33,49.6,29.6,2022
Green Bay,Horz,29,5,18.1,26.6,32,48.9,28,2022
Northern Arizona,BSky,30,9,13.8,28.9,27.7,45.4,34.3,2022
Milwaukee,Horz,31,10,14.9,25.9,28,47.5,31.9,2022
Cal St. Northridge,BW,28,7,19.9,26.8,29.6,44,30.2,2022
Northwestern St.,Slnd,29,9,17.1,27.8,25,48.4,34.4,2022
Bethune Cookman,SWAC,29,9,20.4,27.9,28.8,43.7,33.7,2022
William & Mary,CAA,31,5,17.9,27.1,30.3,45.5,31.1,2022
American,Pat,32,10,17.4,25,25.6,49.6,33.1,2022
Chicago St.,WAC,32,7,18.6,31.6,29.3,45.2,31.1,2022
Houston Christian,Slnd,25,11,19.1,29.3,37.8,50.5,30.5,2022
Charleston Southern,BSth,28,6,17.3,26.2,28.4,47.1,30.1,2022
NJIT,AE,28,11,16.7,23.2,31,45.1,32.6,2022
North Dakota,Sum,29,6,13.6,26.8,31.6,44.7,33.5,2022
Fairleigh Dickinson,NEC,26,4,18.1,27.7,27.8,45.2,32.4,2022
Nebraska Omaha,Sum,29,5,14.7,24.6,28.3,46.9,35.8,2022
Lamar,WAC,27,2,17.8,30,26.2,44.1,30.2,2022
Holy Cross,Pat,29,9,17.6,27.3,28.6,43.2,33.1,2022
Arkansas Pine Bluff,SWAC,29,7,18.7,24.8,33.6,48,29.8,2022
Mississippi Valley St.,SWAC,28,2,20.7,23.4,31.4,43.8,30.5,2022
Incarnate Word,Slnd,29,7,18,22.3,27.4,46.5,33.8,2022
Maine,AE,26,6,18.3,24,20.4,47,31,2022
Columbia,Ivy,25,4,16.4,27.5,26.1,46.4,34.9,2022
Central Connecticut,NEC,32,8,18.8,26.3,29.1,42.6,34.2,2022
Delaware St.,MEAC,25,2,19.3,27,32.4,43.4,32.2,2022
Eastern Illinois,OVC,29,5,18.2,20.6,31.2,42.3,31.8,2022
IUPUI,Horz,27,3,20.5,30.1,24.9,41.6,29.2,2022
Kansas,B12,36,28,20.2,28.7,29.8,53,34.7,2023
Purdue,B10,35,29,15.4,38.4,37.2,54.1,32.2,2023
Alabama,SEC,37,31,15.8,34.2,36.6,53.8,33.5,2023
Houston,Amer,37,33,21.1,37.1,28.9,53.1,34,2023
Texas,B12,38,29,22.1,28.3,30.5,54,34.7,2023
Marquette,BE,36,29,22.5,26.2,27,58.2,35.3,2023
Arizona,P12,35,28,16.9,30.7,35.8,56.4,37.8,2023
UCLA,P12,37,31,23.3,33,27.4,50.6,34.9,2023
Kansas St.,B12,36,26,21,29.9,36.1,52.8,34.3,2023
Gonzaga,WCC,36,31,17.8,31.2,34.1,58.2,37.5,2023
Baylor,B12,34,23,19.9,34.4,36.8,51.6,36.8,2023
Xavier,BE,37,27,16.2,30.8,31.4,53.8,39,2023
Connecticut,BE,39,31,18.5,38.5,30.8,53.6,36.3,2023
Indiana,B10,35,23,16.3,28.1,29.5,53,36.8,2023
Virginia,ACC,33,25,19.5,25.6,34.7,50.4,35,2023
Tennessee,SEC,36,25,22.2,36.4,30.7,50.3,32.8,2023
San Diego St.,MWC,38,32,19.1,31.6,33.2,48.4,34,2023
Miami FL,ACC,37,29,18.1,31.8,30.7,53.8,36.8,2023
Saint Mary's,WCC,34,27,19.2,32.6,32,50.8,36.1,2023
Duke,ACC,36,27,16.5,35.9,29.9,51.5,33.5,2023
Creighton,BE,37,24,13.9,25.3,28.4,55.1,35.4,2023
Kentucky,SEC,34,22,16.6,39.2,31.9,50,34.7,2023
TCU,B12,35,22,21.6,32.2,34.1,51.5,31,2023
Iowa St.,B12,33,19,25,33.9,27.9,50,33.1,2023
Northwestern,B10,34,22,21.3,28.6,29.7,46.7,32.1,2023
Missouri,SEC,35,25,24,26.3,29.1,55.8,36,2023
Texas A&M,SEC,35,25,20.9,36.7,45.1,48.8,32.6,2023
Michigan St.,B10,34,21,14.8,27.6,27.2,48.2,39.3,2023
Maryland,B10,35,22,18.4,30,34.3,51.8,32.8,2023
Iowa,B10,33,19,18.2,32.1,32.3,52.1,34,2023
Memphis,Amer,35,26,20.8,31.2,35.4,53.1,35.3,2023
Arkansas,SEC,36,22,20.5,30.8,39.3,52.5,31.3,2023
Florida Atlantic,CUSA,37,35,17.7,31.4,29.6,53.8,36.6,2023
Auburn,SEC,34,21,18.9,32.8,36.3,50.7,31.5,2023
West Virginia,B12,34,19,20.9,34,39.4,50.9,35,2023
Illinois,B10,33,20,18.5,31.6,34.3,55.1,30.8,2023
Penn St.,B10,37,23,13.1,19.2,21.3,53.1,38.7,2023
USC,P12,33,22,17.9,28.8,33.2,51,34.5,2023
Boise St.,MWC,33,24,17.5,27.2,30.3,50.6,35.6,2023
Utah St.,MWC,34,26,15.8,27.4,34.9,54.5,37.9,2023
Pittsburgh,ACC,36,24,16.6,29.5,32.9,51.4,36,2023
Providence,BE,33,21,16.9,34.7,36.3,50.8,34.6,2023
North Carolina St.,ACC,34,23,18.8,30.4,25.3,51.1,34.7,2023
Arizona St.,P12,36,23,20.1,29.2,31.2,48.5,32.2,2023
Mississippi St.,SEC,34,21,21.7,35.5,33.8,50.4,26.6,2023
Nevada,MWC,32,22,18.5,22.8,39.1,50.2,34.4,2023
Drake,MVC,34,27,17.5,23.8,28.4,51.9,36.4,2023
VCU,A10,35,27,23.9,28.9,41.6,51.9,34.8,2023
Oral Roberts,Sum,31,30,17.4,24.5,24.2,55.9,36.5,2023
College of Charleston,CAA,34,31,19.3,34.6,32.7,52.5,33,2023
Furman,SC,33,28,18.2,28.9,34.8,58.3,34.1,2023
Louisiana Lafayette,SB,31,26,18.4,33.3,37,51.9,36.5,2023
Iona,MAAC,35,27,20.7,31.6,29,50.4,36.2,2023
Kent St.,MAC,33,28,22.3,31.3,31.5,51.4,33.2,2023
Grand Canyon,WAC,33,24,15.1,30.2,36.9,50.4,37.6,2023
Montana St.,BSky,33,25,20.1,25.7,44,52.6,31.8,2023
Kennesaw St.,ASun,32,26,19.5,27.3,35.9,51.2,36.8,2023
UC Santa Barbara,BW,33,27,18.5,26.3,34.4,54.8,34.8,2023
Vermont,AE,33,23,16.6,19.2,28.1,55.4,36,2023
Colgate,Pat,34,26,17.6,25,27.3,56.9,40.5,2023
UNC Asheville,BSth,33,27,17.8,25.7,40.9,51.1,38.6,2023
Princeton,Ivy,30,23,14.7,28.1,30.4,53.3,33.7,2023
Fairleigh Dickinson,NEC,35,21,21.1,30.9,28,51.1,34.3,2023
Northern Kentucky,Horz,33,22,23.3,31.6,26.9,47.4,34.3,2023
Howard,MEAC,32,22,20.6,33.7,32.2,49.8,36.9,2023
Texas A&M Corpus Chris,Slnd,31,24,20.4,32.8,34.8,48.3,36.4,2023
Texas Southern,SWAC,33,14,18.5,29.2,34.3,47.7,28,2023
Southeast Missouri St.,OVC,34,19,19,25,38.2,50.3,33.2,2023
LIU Brooklyn,NEC,27,3,16.7,24.7,31.7,44.8,32,2023
California,P12,32,3,16,25.3,31.5,43.2,29.8,2023
Green Bay,Horz,32,3,16.1,21.7,31.5,46.6,30.1,2023
Louisville,ACC,32,4,15.2,28.2,32.9,47.3,32.9,2023
Hartford,ind,25,5,17.6,25.2,24.1,47.4,32,2023
Tulsa,Amer,30,5,17,24.9,26.7,48.6,31.3,2023
South Carolina St.,MEAC,30,5,21,34.2,29.2,47.3,30.8,2023
Presbyterian,BSth,30,5,18.4,29.9,36.5,47.3,31.5,2023
Evansville,MVC,32,5,18.9,20.7,29.4,43.4,32.2,2023
Mississippi Valley St.,SWAC,32,5,19.5,28.7,38,42.8,34.9,2023
IUPUI,Horz,30,5,16.7,29,32.2,51.7,29.8,2023
Delaware St.,MEAC,27,6,19,30.1,29.3,45.1,31.4,2023
Columbia,Ivy,27,7,17.6,25.3,28.1,45.4,30.4,2023
Florida A&M,SWAC,27,7,18,27.6,31.4,43.2,32.1,2023
NJIT,AE,29,7,14.9,23.4,28.2,46.1,35.2,2023
Georgetown,BE,32,7,15.9,28.9,29.1,47.5,30.9,2023
Cal St. Northridge,BW,30,7,18,27.3,36.6,42.8,31.2,2023
VMI,SC,29,7,14.6,28.9,21,45,34.2,2023
Monmouth,CAA,33,7,21,30.3,33.1,44,28.8,2023
Eastern Michigan,MAC,30,8,17.1,25.1,32.2,50.3,31.4,2023
Western Michigan,MAC,28,8,14.4,33,27.8,49.3,32.1,2023
Albany,AE,29,8,16.6,27.8,31,46.6,32.2,2023
Alabama St.,SWAC,30,8,17.7,31.7,31.2,40.4,30.8,2023
Elon,CAA,30,8,17.1,24.9,27.5,50.5,29.2,2023
Hampton,CAA,31,8,15.7,26.5,32.1,43.4,32.1,2023
Cal Poly,BW,31,8,18.6,24.5,31,46.7,29.3,2023
New Mexico St.,WAC,21,9,19.1,27,34.7,48.8,35.1,2023
Wyoming,MWC,30,9,16.4,24.2,33.4,51.3,34.7,2023
Pepperdine,WCC,29,9,16.6,25.9,26.8,51.6,35.1,2023
Minnesota,B10,31,9,14.8,25,30.8,49.2,32.5,2023
Rhode Island,A10,31,9,17.2,31.6,37,43.6,30.4,2023
Central Arkansas,ASun,30,9,16.7,27.9,24.3,46.8,31.6,2023
Austin Peay,ASun,28,9,19.5,26,26.1,46,31.2,2023
Eastern Illinois,OVC,29,9,19.7,25.3,32.4,47.7,32.6,2023
Lamar,Slnd,28,9,17.1,31.9,32.2,47.5,31.9,2023
Florida St.,ACC,32,9,17.1,25.9,30.4,49.2,33,2023
Nebraska Omaha,Sum,31,9,15.8,24.2,29.6,47.7,33.7,2023
Coppin St.,MEAC,32,9,18.5,18.6,37.2,51.4,33.7,2023
Dartmouth,Ivy,26,10,16.5,23.5,29.1,50.8,32.6,2023
UC San Diego,BW,28,10,16.5,23.2,26.1,49.6,33,2023
Canisius,MAAC,29,10,18.7,28.4,24.9,47.4,33.6,2023
Northeastern,CAA,30,10,14.5,31.7,27.7,46.8,33.2,2023
Loyola Chicago,A10,31,10,17.9,24.5,31.1,54.8,33.4,2023
Georgia St.,SB,28,10,17.5,30.1,33.5,46.5,29,2023
Charleston Southern,BSth,29,10,16.7,32.2,27.4,49.7,34.1,2023
Arkansas Pine Bluff,SWAC,27,10,21.4,26.6,33.8,44,31.1,2023
Little Rock,OVC,29,10,19.2,29.3,31.9,49.4,32.5,2023
Central Michigan,MAC,29,10,19.2,30.5,36.9,47.4,30,2023
SMU,Amer,32,10,18.7,28.1,33,47.8,31.1,2023
UTSA,CUSA,30,10,15.4,28.5,37.4,45.3,33.8,2023
Idaho,BSky,30,10,16.1,19.6,35.8,54.2,32,2023
The Citadel,SC,31,10,16.9,20.8,28.9,49.6,32.5,2023
Holy Cross,Pat,30,10,17.4,21.5,25.5,46.5,35.3,2023
Central Connecticut,NEC,32,10,16.4,28.5,23.3,47.5,32.7,2023
Houston Christian,Slnd,29,10,16.7,28,40.6,49.5,36.1,2023
DePaul,BE,33,10,17.7,25.8,27.6,46.3,36.8,2023
Fresno St.,MWC,30,11,19.7,24.9,24.3,51.1,31.1,2023
San Diego,WCC,29,11,17.3,27.9,30.9,50.4,34.8,2023
Bowling Green,MAC,29,11,16.3,29.8,32.5,50.4,33.8,2023
Coastal Carolina,SB,28,11,15.5,30.3,28.9,48.4,30.6,2023
Chicago St.,ind,27,11,16.7,33.5,31.9,48.4,32.9,2023
Notre Dame,ACC,32,11,13.6,19.6,23.3,50.6,35.8,2023
South Carolina,SEC,32,11,15.9,32.7,26.8,45.8,32.3,2023
Oregon St.,P12,31,11,18.2,25.3,33.9,45.7,31.9,2023
UT Arlington,WAC,29,11,20.1,32.7,29.7,44.9,31.9,2023
Idaho St.,BSky,30,11,17.8,24.6,28.9,51.3,33.3,2023
Louisiana Monroe,SB,29,11,17.6,27.3,30,41.6,34.2,2023
Valparaiso,MVC,31,11,15.6,22.5,27.9,51.9,29.2,2023
Illinois St.,MVC,32,11,16.7,28.2,31.3,50,33.6,2023
UMKC,Sum,30,11,17.3,35.9,33.3,44.7,27.3,2023
Lindenwood,OVC,29,11,17.8,23,28.3,45.7,36.2,2023
Cal St. Bakersfield,BW,31,11,20.5,27.2,29.4,43.7,31.5,2023
Stony Brook,CAA,31,11,14,21.9,29.4,48.1,31.1,2023
Lafayette,Pat,34,11,18.2,23.8,24.5,48.4,32.7,2023
McNeese St.,Slnd,33,11,18.4,33.3,29.2,49.2,32.4,2023
Manhattan,MAAC,29,12,20.5,26.6,31.5,49.1,32.9,2023
Portland St.,BSky,29,12,21.3,24,34.8,49.7,33,2023
South Dakota,Sum,29,12,14.4,24.9,28.1,45.5,37.9,2023
Incarnate Word,Slnd,28,12,20.5,26.3,33.3,47.3,34.1,2023
Northern Colorado,BSky,31,12,14,24.3,31.4,51,36.4,2023
East Tennessee St.,SC,30,12,17.5,29.9,31.2,51.8,32.1,2023
Miami OH,MAC,29,12,17.8,26.6,32.1,53.8,32.9,2023
Illinois Chicago,MVC,31,12,19.6,22.7,34.1,47.9,33.2,2023
Bucknell,Pat,31,12,15.4,25.4,26.9,51.1,34.5,2023
New Orleans,Slnd,30,12,20.2,29.8,36.5,51.1,37.9,2023
Bethune Cookman,SWAC,30,12,19.3,26.9,32.1,43.1,35.8,2023
Mississippi,SEC,33,12,18,33.3,29.2,48.6,30.3,2023
Northern Arizona,BSky,33,12,17.2,26.9,27.4,48.6,35.7,2023
Jacksonville,ASun,26,13,14.3,23.9,22.8,51,33.3,2023
Abilene Christian,WAC,26,13,23.3,25.5,32.3,48.1,34.3,2023
Maine,AE,28,13,20.3,22.9,23,51.5,33.5,2023
Jacksonville St.,ASun,28,13,16.5,29.4,31.8,47.9,36,2023
Fairfield,MAAC,30,13,17.8,28.6,37.9,47.8,28.6,2023
Binghamton,AE,29,13,15.1,28.7,28.2,50,32.4,2023
St. Francis PA,NEC,29,13,14.7,25.3,32.8,50.4,36.4,2023
Northern Illinois,MAC,30,13,18.6,25,34.3,52.1,34.9,2023
Prairie View A&M,SWAC,30,13,21.2,31.7,33,44,30.9,2023
Oakland,Horz,31,13,18.7,24.2,31.6,51.3,30.6,2023
North Carolina A&T,CAA,29,13,15.7,24.6,30,46.2,32.9,2023
Mount St. Mary's,MAAC,32,13,17.9,27.8,26,45.8,36,2023
North Dakota,Sum,31,13,15.5,25.7,27.3,50.6,34.4,2023
Marist,MAAC,33,13,16.8,25.9,28.9,46.9,32.8,2023
Arkansas St.,SB,30,13,16.6,28.8,35.1,45.5,34.6,2023
William & Mary,CAA,31,13,17,27.4,29.2,46.3,36.3,2023
Texas A&M Commerce,Slnd,32,13,17.7,26.5,28.3,56.2,31.9,2023
Loyola MD,Pat,31,13,20.2,26.6,28.2,50,35.6,2023
Brown,Ivy,27,14,19.7,23.4,29.8,49.8,34.7,2023
Harvard,Ivy,26,14,18.4,30.3,31.2,52.1,30,2023
Morgan St.,MEAC,26,14,23.8,30.2,30.9,44.4,35.5,2023
St. Francis NY,NEC,28,14,19.6,30.9,31.1,41.6,36.5,2023
North Florida,ASun,29,14,14,26.2,28.4,52.1,36.4,2023
High Point,BSth,29,14,16.3,30.8,38.7,51.4,32.3,2023
Stonehill,NEC,30,14,19.8,19.1,32.2,49.9,34.8,2023
Butler,BE,32,14,18.6,20,25.9,49.7,32.7,2023
Air Force,MWC,32,14,17.1,22.3,31.2,54.8,35.6,2023
South Florida,Amer,32,14,18.7,33,30.7,51,33.6,2023
UTEP,CUSA,30,14,22.9,33.3,38.8,50.7,29.1,2023
St. Bonaventure,A10,32,14,19.4,27.5,29.5,47.5,34.8,2023
FIU,CUSA,30,14,22.8,25.5,28.7,53.8,32.8,2023
Northern Iowa,MVC,31,14,18.2,22.6,31.1,51.7,33.7,2023
Sacramento St.,BSky,30,14,14.5,32.9,27.5,50,34.9,2023
Saint Peter's,MAAC,31,14,19.7,36.4,28.4,44.1,29,2023
Mercer,SC,31,14,17.4,30.4,28.6,48.8,32.7,2023
Stanford,P12,33,14,18.3,31.2,29.4,51.1,36.3,2023
Utah Tech,WAC,30,14,20,28.7,44.8,50.9,37.6,2023
LSU,SEC,33,14,17.5,31.7,33.7,46.2,32.7,2023
Portland,WCC,31,14,16.9,24.1,43.3,51.8,37.4,2023
Detroit,Horz,32,14,17.1,35.8,27.2,46.4,38.7,2023
Jackson St.,SWAC,33,14,19.1,32.9,32.9,47.1,32.1,2023
Wagner,NEC,26,15,20.9,34.4,25.2,44.7,30.2,2023
New Hampshire,AE,28,15,16.2,26,29.6,42.8,33.4,2023
Gardner Webb,BSth,29,15,20.3,28.5,34.8,51.5,32.8,2023
Massachusetts,A10,31,15,19.2,34.5,32.2,45.2,32.8,2023
Oklahoma,B12,32,15,15.5,23.7,30.1,52.2,35.1,2023
Buffalo,MAC,30,15,18.3,32.2,32.1,50.9,31.2,2023
Winthrop,BSth,30,15,17.4,25.9,41.6,53.8,37.9,2023
UT Rio Grande Valley,WAC,28,15,16.9,29,45.9,51.7,33.5,2023
Denver,Sum,30,15,15.6,29.8,39.4,53.4,32.9,2023
Boston University,Pat,31,15,18.3,28.7,29,45.9,32.4,2023
Southern,SWAC,30,15,23,24.4,34.5,48,32.8,2023
Colorado St.,MWC,32,15,17.9,19.6,29.8,55.8,35.5,2023
Georgia Tech,ACC,31,15,15.9,27.5,23.5,47.4,33.4,2023
Richmond,A10,33,15,17.1,21,33,52.4,33,2023
Pacific,WCC,31,15,17.9,22.9,33.1,49.6,38.3,2023
Louisiana Tech,CUSA,30,15,21.3,30.1,28.4,50.3,34.5,2023
Bellarmine,ASun,30,15,17.7,20.6,25.4,53.9,32.6,2023
Alabama A&M,SWAC,30,15,21.4,29.5,35.9,46.9,34.7,2023
La Salle,A10,34,15,17.9,30.5,28.3,46.9,34.2,2023
Rider,MAAC,29,16,16.5,33.8,29.3,49.4,33.3,2023
Lehigh,Pat,28,16,16.6,18.8,31.1,48.4,35,2023
Western Illinois,Sum,27,16,16.4,26.9,31.4,51.8,31.5,2023
Niagara,MAAC,30,16,16.9,26.5,30,50.1,33.8,2023
Nicholls St.,Slnd,27,16,23.7,29.3,27.6,50.5,33.3,2023
Texas Tech,B12,32,16,19.9,32.1,34.8,52.6,34.5,2023
Nebraska,B10,32,16,17.7,24.7,28.2,53.4,32.6,2023
Temple,Amer,32,16,16.5,28.7,34.6,49.9,33,2023
Washington,P12,32,16,18.4,26.4,31.7,50,31.3,2023
Davidson,A10,31,16,17.3,24.9,32.8,51.3,31.9,2023
Appalachian St.,SB,29,16,17.1,24.5,29.3,48.3,32.9,2023
Georgia,SEC,32,16,16.8,30.5,40.5,46.8,31.7,2023
George Washington,A10,31,16,15.5,26.5,34.5,56,32.1,2023
USC Upstate,BSth,30,16,20.5,24.6,31.4,51.3,33,2023
Florida,SEC,33,16,17.8,23.8,34.5,50.7,31.4,2023
Boston College,ACC,33,16,18.3,27.6,27.3,49.2,31.9,2023
Saint Joseph's,A10,33,16,18.9,28.9,34.2,50.9,32.9,2023
East Carolina,Amer,33,16,17.4,33,37.1,46.9,31.6,2023
North Dakota St.,Sum,31,16,12.4,24.4,32.2,52.2,33.9,2023
Robert Morris,Horz,31,16,19.1,29.7,26.9,50.4,31.4,2023
Tennessee Tech,OVC,30,16,18,23.8,29.9,48.1,37.3,2023
Southern Indiana,OVC,30,16,16.6,32.1,33.5,47.1,36.3,2023
Sacred Heart,NEC,32,16,19.4,28.8,27.6,49.8,30.6,2023
Campbell,BSth,32,16,18.4,24.4,38,54.7,32.9,2023
Ohio St.,B10,35,16,15.9,31.5,26.6,50.6,36.8,2023
Texas St.,SB,32,16,18.6,31.6,32.5,48.6,31.4,2023
Cornell,Ivy,26,17,21.9,28.8,28.5,57.5,34.5,2023
Penn,Ivy,29,17,14.9,30.1,29.5,52.7,36.2,2023
Bryant,AE,28,17,15.8,29,32.9,53.4,33.3,2023
Montana,BSky,30,17,15.9,24.4,29.1,52.4,37.3,2023
Stetson,ASun,29,17,14.3,29.4,25.8,50.8,38,2023
Utah,P12,32,17,15.2,31.3,29.2,48.4,33.3,2023
Wichita St.,Amer,32,17,16.9,29.1,30.8,53.3,30.9,2023
